"구분별(1)",구분별(2),2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"구분별(1)",구분별(2),사례수 (명),티빙(Tving) (%),푹(Pooq) (%),oksusu(구 호핀 SK Btv 모바일) (%),olleh TV 모바일 (%),U+모바일TV(LTE 비디오포털(구 LG U+ HDTV LG U+ HDTV)) (%),유튜브 (%),넷플릭스(Netflix) (%),에브리온 TV (%),카카오 TV (%),네이버 TV캐스트 (%),네이버 V앱 (%),다음 tv팟 (%),곰 TV (%),아프리카 TV (%),기타 (%),사례수 (명),티빙(Tving) (%),푹(Pooq) (%),oksusu(구 호핀 SK Btv 모바일) (%),olleh TV 모바일 (%),U+모바일TV(LTE 비디오포털(구 LG U+ HDTV LG U+ HDTV)) (%),에브리온 TV (%),곰 TV (%),네이버 시리즈(구 네이버N 스토어) (%),기타 (%),사례수 (명),티빙(Tving) (%),푹(Pooq) (%),oksusu(구 호핀 SK Btv 모바일) (%),olleh TV 모바일 (%),U+모바일TV(LTE 비디오포털(구 LG U+ HDTV LG U+ HDTV)) (%),넷플릭스(Netflix) (%),에브리온 TV (%),곰 TV (%),네이버 시리즈(구 네이버N 스토어) (%),기타 (%),사례수 (명),티빙(Tving) (%),푹(Pooq) (%),oksusu(구 호핀 SK Btv 모바일) (%),olleh TV 모바일 (%),U+모바일TV(LTE 비디오포털(구 LG U+ HDTV LG U+ HDTV)) (%),유튜브 (%),넷플릭스(Netflix) (%),에브리온 TV (%),카카오 TV (%),곰 TV (%),네이버 시리즈(구 네이버N 스토어) (%),아마존 프라임 비디오 (%),기타 (%)
"상세직업",판매종사자,67.0,24.9,28.1,19.6,10.2,6.1,16.6,0.0,0.0,6.2,2.6,3.1,4.5,0.0,13.9,0.0,52.2,47.0,16.5,20.7,8.9,0.9,0.0,2.3,3.8,0.0,141.6,31.2,8.6,27.2,11.0,14.6,0.9,0.8,10.1,5.8,0.0,143.4,17.5,0.8,17.7,4.5,3.9,67.7,13.8,0.0,25.0,4.1,4.3,2.2,0.8
"상세직업",농림어업종사자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,0.0,0.0,49.4,50.6,0.0,0.0,0.0,0.0,0.0,6.2,48.5,16.9,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,11.5,0.0,0.0,0.0,0.0,8.1,82.8,9.1,0.0,9.3,5.8,0.0,0.0,0.0
"상세직업",기능원및관련기능종사자,10.7,43.5,0.0,0.0,39.2,1.3,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,7.7,0.0,14.6,0.0,48.5,30.8,0.0,0.0,6.1,0.0,25.6,9.1,6.9,22.7,22.5,7.9,0.0,6.8,33.9,23.9,0.0,63.1,6.2,14.6,11.3,8.3,10.7,46.7,13.9,0.0,12.1,0.9,3.2,0.0,0.0
"상세직업",장치기계조작및조립종사자,13.4,5.8,1.2,24.4,0.0,0.0,20.1,0.0,0.0,10.7,63.7,0.0,0.0,0.0,20.1,0.0,15.4,44.2,0.0,31.9,7.4,0.0,0.0,7.5,0.0,8.9,45.7,23.6,15.8,33.7,11.1,18.4,0.0,0.0,13.6,0.0,0.0,58.5,4.1,8.6,18.7,1.7,2.4,69.6,3.1,0.0,7.4,0.0,4.0,0.0,0.0
"상세직업",단순노무종사자,10.0,30.9,4.7,36.1,2.3,0.0,32.8,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,15.1,11.2,0.0,42.6,11.8,38.2,0.0,0.0,1.7,0.0,16.9,10.2,26.8,48.0,2.7,0.0,3.1,0.0,6.1,11.5,0.0,35.0,1.7,2.4,10.7,0.0,7.0,76.5,2.3,0.0,11.6,0.0,6.7,0.0,0.0
"상세직업",직업군인,3.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8.9,77.6,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,46.2,0.0,95.4,46.2,0.0,0.0,4.6,0.0,0.0,0.0
"상세직업",학생,119.8,14.6,8.9,21.9,9.6,4.2,40.2,0.0,0.0,5.3,11.8,9.9,3.4,5.3,19.1,0.0,59.4,24.1,14.0,33.4,4.8,9.6,0.0,12.1,11.6,2.2,198.2,24.9,9.3,18.3,9.8,10.9,2.9,2.4,21.9,9.0,3.5,311.3,10.5,1.6,7.5,6.5,4.8,71.0,22.6,0.0,19.8,7.6,5.1,0.8,1.3
"상세직업",전업주부,31.9,26.9,7.8,15.6,5.6,0.0,13.9,6.7,1.4,7.2,20.3,0.0,0.0,5.1,10.1,4.7,66.1,19.8,5.2,46.7,10.8,10.9,0.0,6.5,1.9,0.0,111.4,22.1,7.3,23.0,21.6,14.5,0.0,1.2,7.8,2.8,0.0,160.1,15.2,2.7,9.6,8.4,5.8,63.2,9.6,0.0,24.7,4.5,4.4,0.2,0.4
"상세직업",군인(직업군인제외),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,53.8,0.0,0.0,0.0,0.0,76.6,34.6,0.0,11.2,11.2,0.0,0.0,0.0
"상세직업",기타/무직,45.5,22.5,6.3,11.3,5.0,19.4,33.1,5.4,2.9,0.0,19.4,3.8,18.7,3.7,21.0,0.0,23.6,27.6,15.2,24.9,6.4,20.4,0.0,4.0,3.5,7.6,54.7,11.6,7.7,18.5,4.2,18.0,16.0,0.0,16.2,12.0,0.0,76.1,19.5,7.6,12.8,2.9,9.6,60.3,19.5,0.0,17.0,2.3,2.7,0.0,0.6
"주택형태",단독주택,108.5,14.5,1.4,53.0,4.9,7.1,26.3,0.0,0.0,7.4,7.4,3.0,0.3,3.3,13.4,0.0,95.5,24.5,20.1,24.3,11.7,10.3,0.0,2.0,5.9,1.2,258.1,36.2,12.7,11.6,9.2,17.7,2.5,1.0,14.4,5.6,0.0,333.8,11.3,8.4,22.5,4.4,4.5,65.3,17.3,0.0,20.2,3.8,4.4,0.8,1.1
"주택형태",아파트,312.0,22.3,10.2,15.4,12.6,7.4,28.1,0.8,0.5,5.1,10.5,3.6,3.5,2.9,14.3,0.5,266.4,27.2,13.8,34.6,11.1,10.3,2.7,8.1,5.2,1.7,618.8,18.5,11.7,26.0,12.0,12.2,2.7,2.1,15.6,7.3,1.2,852.5,13.8,5.1,8.3,6.5,6.3,67.5,15.3,0.3,19.1,6.6,4.3,1.0,0.6
"주택형태",연립주택빌라다세대주택,92.9,26.7,27.3,12.7,4.4,1.7,21.0,2.3,0.0,10.4,2.9,3.3,8.5,5.0,22.0,0.0,71.0,30.0,6.0,39.7,12.5,11.6,0.0,1.3,2.5,2.5,136.1,30.7,6.0,26.3,20.0,12.5,3.3,0.0,4.7,0.9,0.4,278.5,15.5,6.8,11.0,8.7,10.0,51.7,9.0,0.0,17.5,3.5,2.8,0.0,0.3
"주택형태",비거주용건물내의주택,6.8,60.1,0.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"주택형태",기타,1.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,3.3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"가족구성",1인가구,41.4,28.3,10.4,21.6,0.0,0.0,21.4,0.0,0.0,12.9,12.9,0.0,4.0,4.0,14.5,0.0,34.4,44.7,0.0,25.3,19.5,8.4,0.0,0.0,2.1,0.0,36.9,52.1,1.1,17.8,0.9,22.4,0.0,0.0,0.0,6.8,0.0,152.8,15.2,21.8,7.1,2.5,13.1,52.8,13.7,0.0,18.2,4.9,1.3,0.0,0.0
"가족구성",1세대가구,24.2,0.9,10.8,7.2,0.9,17.6,3.3,0.0,1.5,0.0,32.7,0.0,0.9,0.0,27.9,0.0,11.0,0.0,0.0,65.2,8.3,15.7,0.0,10.8,0.0,0.0,62.7,9.0,25.1,24.3,17.4,13.5,0.0,0.0,16.5,3.1,0.0,188.9,10.7,1.3,12.4,0.8,1.9,83.5,10.3,0.0,28.6,4.3,1.7,3.2,0.0
"가족구성",2세대가구,374.5,23.5,11.0,24.5,12.7,3.9,27.9,0.6,0.3,6.1,6.3,4.8,4.2,3.1,14.8,0.5,327.9,24.1,15.0,34.8,12.3,10.7,2.1,6.8,5.3,1.8,817.8,23.8,10.4,22.4,13.2,13.7,3.1,1.5,13.9,5.7,1.0,1005.3,12.7,5.2,11.7,8.1,6.7,63.3,16.4,0.2,16.8,5.6,4.6,0.5,0.4
"가족구성",3세대가구,68.0,20.1,13.3,22.8,2.9,18.2,27.8,3.5,0.0,7.8,6.4,0.0,1.8,3.3,9.7,0.0,33.6,31.0,20.7,20.4,3.4,7.6,0.0,1.7,10.4,4.9,69.0,27.4,16.7,24.7,7.3,10.9,2.1,0.0,19.3,10.7,0.0,60.9,20.3,2.6,17.4,2.5,0.6,56.0,11.7,0.0,14.6,1.1,5.6,0.0,8.2
"가족구성",기타,13.9,21.8,18.6,27.3,4.8,0.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,12.9,21.9,0.0,26.0,42.4,17.9,25.3,3.0,13.4,0.0,0.0,0.0,0.0,30.1,43.7,4.7,19.9,10.5,4.1,3.6,13.3,10.2,9.2,0.0,61.2,24.5,1.3,23.3,9.5,8.9,53.9,1.9,0.0,31.5,8.9,7.4,0.0,0.8
"가구원수1",1인가구,41.4,28.3,10.4,21.6,0.0,0.0,21.4,0.0,0.0,12.9,12.9,0.0,4.0,4.0,14.5,0.0,34.4,44.7,0.0,25.3,19.5,8.4,0.0,0.0,2.1,0.0,36.9,52.1,1.1,17.8,0.9,22.4,0.0,0.0,0.0,6.8,0.0,152.8,15.2,21.8,7.1,2.5,13.1,52.8,13.7,0.0,18.2,4.9,1.3,0.0,0.0
"가구원수1",2인가구,41.6,9.6,16.2,13.3,11.7,10.8,8.9,0.0,0.9,0.0,20.0,0.0,0.6,0.0,17.0,0.0,42.4,44.5,1.7,33.5,24.3,5.5,13.4,7.9,5.3,0.0,118.6,32.2,15.4,21.1,13.8,8.1,0.0,0.0,13.2,7.8,0.0,304.9,12.1,6.0,15.8,4.0,3.6,73.9,11.4,0.0,24.0,4.5,2.6,2.0,0.2
"가구원수1",3인이상가구,439.0,22.9,11.0,24.4,10.1,6.3,28.5,1.0,0.2,6.4,6.4,4.1,3.9,3.6,14.9,0.4,356.1,23.5,16.6,33.7,9.4,11.2,0.6,5.8,5.2,2.1,861.0,22.5,11.0,22.8,12.9,13.9,3.2,1.8,14.5,5.7,0.9,1011.4,13.7,3.9,11.6,7.8,6.5,62.8,15.6,0.2,17.6,5.7,4.9,0.5,0.9
"가구주와의관계",가구주,183.2,21.8,13.5,25.6,10.3,5.4,20.0,0.0,0.0,10.1,8.8,1.7,4.2,2.6,9.4,0.0,139.9,31.3,3.3,36.4,14.1,12.3,1.5,6.4,2.2,1.1,283.9,27.4,9.2,26.7,13.8,12.9,0.7,0.8,11.3,5.2,0.0,568.3,12.4,9.9,12.8,3.5,10.0,63.3,8.3,0.0,18.2,5.1,2.5,1.4,0.2
"가구주와의관계",가구주의배우자,89.4,15.2,10.8,24.6,6.2,10.8,22.5,0.0,0.5,7.8,7.6,2.0,0.0,1.8,10.5,1.6,109.2,16.8,15.2,36.5,14.2,12.3,0.0,5.3,3.9,0.0,186.8,18.9,11.4,19.9,19.2,17.2,0.0,2.2,8.3,4.5,0.1,317.2,13.6,4.4,9.5,7.2,6.0,65.1,8.5,0.2,21.9,2.8,3.4,0.1,1.0
"가구주와의관계",가구주의자녀,223.8,23.9,9.7,19.7,9.6,5.4,32.2,2.1,0.5,1.3,8.1,5.9,5.1,4.9,22.2,0.0,171.8,28.4,21.5,30.0,8.2,6.9,2.8,4.9,8.4,3.6,511.8,24.6,12.5,21.0,9.2,12.3,5.1,1.6,17.4,7.0,1.5,542.5,13.5,3.6,11.7,8.7,3.8,65.0,25.2,0.3,18.1,7.5,5.8,0.5,0.9
"가구주와의관계",자녀의배우자,3.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,5.2,51.3,0.0,0.0,0.0,48.7,0.0,0.0,0.0,0.0,11.1,37.8,0.0,27.7,15.8,18.7,0.0,0.0,0.0,0.0,0.0,7.1,24.4,0.0,15.1,0.0,0.0,56.5,23.6,0.0,17.3,0.0,37.8,0.0,0.0
"가구주와의관계",손자.녀/그배우자,17.5,37.7,16.2,37.4,0.0,0.0,25.2,0.0,0.0,15.9,15.9,0.0,0.0,0.0,30.3,0.0,6.4,51.8,47.5,0.0,0.0,0.0,0.0,9.5,0.0,0.0,14.5,40.6,13.3,14.0,3.4,25.7,0.0,0.0,21.8,16.4,0.0,12.5,22.8,6.3,0.0,0.0,0.0,83.7,7.2,0.0,7.2,0.0,0.0,0.0,3.9
"가구주와의관계",부모(배우자부모포함),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,0.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"가구주와의관계",형제자매/그배우자,4.6,89.2,10.8,0.0,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,2.7,49.1,0.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,22.4,0.0,36.7,22.6,0.0,40.9,0.0,0.0,36.7,0.0,0.0,0.0,0.0
"가구주와의관계",기타친인척,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7,0.0,0.0,0.0,58.2,0.0,0.0,41.8,58.2,0.0,0.0,0.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"가구주와의관계",동거인,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,62.1,0.0,62.1,0.0,0.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
