"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021
"통계분류(1)",통계분류(2),표본수,비디오/DVD/CD플레이어,TV,인터넷,휴대용모바일기기,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어
"종사자지위별",고용원이 없는 자영자,1066,2.4,95.7,14,11.8,1251,94,9,13.3,1.6,1485,90.5,10,17.8,0.9,1265,91.3,11,19.5,0.6,1246,89.5,10.4,26.2,0.4
"종사자지위별",무급가족종사자,137,2.9,92.1,16,11.8,106,97.2,4.7,14.5,2.7,169,94.3,5.3,13.6,0,128,95.5,4.1,9.5,0.8,128,97.1,3.4,12.2,-
"종사자지위별",해당없음(무직),3152,3.8,90.1,19.7,24.9,2598,83.8,21.1,31.4,3.4,3043,82.5,15.9,28.6,0.9,2653,80.6,18.3,32.7,0.9,2537,78,14.5,40.3,1.2
"가구소득별",100만원 미만,363,0.9,97.8,4.5,5.6,408,91.7,8.7,12.1,1.4,561,90.4,8.4,12.1,0.6,373,88.1,9.1,16.7,0.5,470,83,8.3,25.3,1.3
"가구소득별",100~200만원,685,3.5,95.6,8.9,10.6,748,94.8,7.1,11.5,2.2,672,90.9,9.3,14.3,0.5,551,92.6,7,12.5,1.1,524,89.6,7.5,22.9,1.5
"가구소득별",200~300만원,1258,3.7,91.6,16,21.9,1411,88.1,16.7,20.7,2.9,1417,86.6,14.4,24.9,0.9,1215,85.1,14.2,24.7,0.5,1119,82.4,13.5,33.2,1.4
"가구소득별",300~400만원,2166,5,91.4,22,24.9,1821,86.1,19,26.7,3.4,1785,86.1,16,25.6,1.5,1666,85.4,17.2,28.2,0.9,1489,82.6,13.3,35.8,1.3
"가구소득별",400~500만원,1900,4.1,89.9,26.6,25.5,1938,85,23,29.6,2.3,1524,85,15,28.2,0.7,1496,82.4,17.4,33.1,1,1295,82.1,14.8,42.4,1.8
"가구소득별",500~600만원,1163,4.3,87.3,24.4,26,1140,83.6,23.7,35.8,2.3,1194,80.5,18.6,32.1,0.4,1568,81.6,18.4,36.6,0.7,1078,78.5,15.5,45.4,1.7
"가구소득별",600만원 이상,737,3.2,86.7,27.5,29,912,80.5,20.7,36.7,5.7,1073,80.3,18.1,29.2,1,628,81,20.8,36.9,1.7,1255,78.8,20.8,42.4,1.1
