"구분별(1)",구분별(2),2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"구분별(1)",구분별(2),사례수 (명),티빙(Tving) (%),웨이브(Wavve)(구 푹(pooq) 옥수수) (%),KT 시즌(Seezn)(구 olleh tv 모바일) (%),U+ 모바일(구 U+비디오포털) (%),에브리온 TV (%),네이버시리즈(구 네이버 N 스토어) (%),곰TV (%),넷플릭스 (%),카카오 TV (%),유튜브 (%),아마존 프라임 비디오 (%),왓챠플레이 (%),기타 (%),사례수 (명),티빙(Tving) (%),웨이브(Wavve)(구 푹(pooq) 옥수수) (%),KT 시즌(Seezn)(구 olleh tv 모바일) (%),U+ 모바일(구 U+비디오포털) (%),네이버시리즈(구 네이버 N 스토어) (%),곰TV (%),넷플릭스 (%),카카오 TV (%),유튜브 (%),아마존 프라임 비디오 (%),왓챠플레이 (%),쿠팡플레이 (%),아프리카 TV (%),기타 (%)
"지역",대구,335.0,17.0,11.6,3.5,4.8,1.6,13.6,4.6,29.2,16.9,92.8,0.2,2.4,0.9,358.0,12.7,11.3,3.3,2.4,9.2,2.9,34.0,17.7,92.4,0.1,4.7,1.4,6.1,0.2
"지역",인천,452.0,12.8,11.1,2.5,3.7,0.9,10.2,4.3,25.4,3.3,97.2,1.0,2.4,0.7,499.5,8.3,7.3,1.9,6.2,4.8,1.2,29.5,6.8,93.9,0.5,1.3,3.4,5.2,2.3
"지역",광주,248.0,24.2,2.4,1.5,2.3,3.7,1.1,2.2,17.0,15.4,98.2,1.6,0.0,0.0,263.0,10.5,3.9,0.2,0.0,0.0,0.0,11.5,21.2,98.5,0.0,0.4,0.1,2.1,0.2
"지역",대전,213.0,10.4,9.7,0.6,0.1,0.0,26.7,8.4,18.2,29.2,95.8,0.8,0.0,4.7,219.8,9.8,7.1,1.1,0.4,20.6,2.8,40.0,17.7,94.7,0.5,0.3,2.0,0.8,0.0
"지역",울산,176.0,2.5,3.9,3.9,1.7,0.0,20.3,0.0,18.8,4.0,94.1,0.7,3.6,0.0,187.4,4.5,0.7,1.7,0.8,0.7,0.0,24.3,3.0,97.3,0.0,1.0,0.0,14.1,0.0
"지역",경기,1907.0,18.9,12.3,3.1,5.2,1.9,7.5,2.0,22.6,11.0,92.3,0.7,0.7,0.8,2226.8,9.1,6.4,2.2,4.0,4.2,0.9,33.4,7.8,92.5,0.0,2.5,1.0,6.6,0.3
"지역",강원,181.0,6.0,6.2,10.6,3.6,0.3,5.9,4.7,28.3,6.7,94.0,1.0,1.6,1.3,207.4,5.0,6.0,9.0,0.4,5.4,5.4,33.3,4.0,97.7,2.8,1.5,0.0,4.4,0.3
"지역",충북,264.0,18.5,15.2,0.4,2.1,1.1,1.2,3.9,20.4,11.5,96.7,1.8,0.5,0.0,279.8,11.3,2.3,0.3,0.4,1.1,1.4,39.1,16.5,97.9,0.5,0.1,3.3,0.7,0.0
"지역",충남,265.0,15.7,12.1,0.6,4.8,0.0,19.3,7.7,14.0,17.0,96.5,0.0,0.0,0.0,305.8,6.6,1.4,2.1,0.9,11.7,5.3,30.3,25.7,99.0,0.0,0.3,1.4,0.9,0.0
"지역",전북,262.0,21.8,1.4,0.5,3.9,7.1,0.4,1.7,18.2,19.9,98.7,0.6,1.1,0.0,292.8,13.5,5.5,0.2,2.3,0.3,0.2,23.4,11.7,99.3,0.0,0.4,0.0,0.3,0.0
