,year,month,day,covid
541,2021,06,02,677.0
542,2021,06,01,459.0
543,2021,05,31,430.0
544,2021,05,30,39.0
545,2021,05,29,533.0
546,2021,05,28,587.0
547,2021,05,27,629.0
548,2021,05,26,707.0
549,2021,05,25,516.0
550,2021,05,24,538.0
551,2021,05,23,39.0
552,2021,05,22,666.0
553,2021,05,21,561.0
554,2021,05,20,646.0
555,2021,05,19,654.0
556,2021,05,18,528.0
557,2021,05,17,619.0
558,2021,05,16,610.0
559,2021,05,15,681.0
560,2021,05,14,747.0
561,2021,05,13,715.0
562,2021,05,12,635.0
563,2021,05,11,511.0
564,2021,05,10,463.0
565,2021,05,09,564.0
566,2021,05,08,701.0
567,2021,05,07,525.0
568,2021,05,06,574.0
569,2021,05,05,676.0
570,2021,05,04,541.0
571,2021,05,03,488.0
572,2021,05,02,606.0
573,2021,05,01,627.0
574,2021,04,30,661.0
576,2021,04,29,680.0
577,2021,04,28,775.0
578,2021,04,27,512.0
579,2021,04,26,500.0
580,2021,04,25,644.0
581,2021,04,24,785.0
582,2021,04,23,797.0
583,2021,04,22,735.0
584,2021,04,21,731.0
585,2021,04,20,549.0
587,2021,04,19,532.0
588,2021,04,18,672.0
589,2021,04,17,658.0
590,2021,04,16,673.0
591,2021,04,15,698.0
592,2021,04,14,731.0
593,2021,04,13,542.0
594,2021,04,12,587.0
595,2021,04,11,614.0
596,2021,04,10,677.0
597,2021,04,09,671.0
598,2021,04,08,700.0
599,2021,04,07,668.0
600,2021,04,06,478.0
601,2021,04,05,473.0
602,2021,04,04,543.0
603,2021,04,03,543.0
604,2021,04,02,558.0
605,2021,04,01,551.0
606,2021,03,31,506.0
607,2021,03,30,447.0
608,2021,03,29,384.0
609,2021,03,28,482.0
610,2021,03,27,505.0
611,2021,03,26,494.0
612,2021,03,25,430.0
613,2021,03,24,428.0
614,2021,03,23,346.0
615,2021,03,22,415.0
616,2021,03,21,456.0
617,2021,03,20,452.0
618,2021,03,19,463.0
619,2021,03,18,445.0
620,2021,03,17,469.0
621,2021,03,16,363.0
622,2021,03,15,382.0
623,2021,03,14,459.0
624,2021,03,13,490.0
625,2021,03,12,488.0
626,2021,03,11,465.0
627,2021,03,10,470.0
628,2021,03,09,446.0
629,2021,03,08,346.0
630,2021,03,07,416.0
631,2021,03,06,418.0
632,2021,03,05,398.0
633,2021,03,04,424.0
634,2021,03,03,444.0
635,2021,03,02,344.0
636,2021,03,01,355.0
637,2021,02,28,356.0
638,2021,02,27,415.0
639,2021,02,26,406.0
640,2021,02,25,396.0
641,2021,02,24,440.0
642,2021,02,23,357.0
643,2021,02,22,332.0
645,2021,02,21,416.0
646,2021,02,20,448.0
647,2021,02,19,561.0
648,2021,02,18,621.0
649,2021,02,17,621.0
650,2021,02,16,457.0
651,2021,02,15,344.0
652,2021,02,14,326.0
653,2021,02,13,362.0
654,2021,02,12,403.0
655,2021,02,11,504.0
656,2021,02,10,444.0
657,2021,02,09,303.0
658,2021,02,08,289.0
659,2021,02,07,372.0
660,2021,02,06,393.0
661,2021,02,05,370.0
662,2021,02,04,451.0
663,2021,02,03,467.0
664,2021,02,02,336.0
665,2021,02,01,305.0
666,2021,01,31,355.0
667,2021,01,30,458.0
668,2021,01,29,469.0
669,2021,01,28,497.0
670,2021,01,27,559.0
671,2021,01,26,354.0
672,2021,01,25,437.0
673,2021,01,24,392.0
674,2021,01,23,431.0
675,2021,01,22,346.0
676,2021,01,21,401.0
677,2021,01,20,404.0
678,2021,01,19,386.0
679,2021,01,18,389.0
680,2021,01,17,520.0
681,2021,01,16,580.0
682,2021,01,15,513.0
683,2021,01,14,524.0
684,2021,01,13,562.0
685,2021,01,12,537.0
686,2021,01,11,451.0
687,2021,01,10,665.0
688,2021,01,09,641.0
689,2021,01,08,674.0
690,2021,01,07,870.0
691,2021,01,06,840.0
692,2021,01,05,715.0
694,2021,01,04,1020.0
695,2021,01,03,657.0
696,2021,01,02,824.0
697,2021,01,01,1029.0
